"","Age","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","Gender"
"930",31,"United States","MO","No","Yes","No","Never","100-500","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Yes","No","No","Don't know","No","Male"
"931",35,"United States","GA","No","Yes","Yes","Sometimes","6-25","No","No","Yes","Not sure","Yes","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No","Female"
"932",34,"United States","TX","No","No","No","Often","1-5","No","Yes","Don't know","No","No","Yes","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No","Male"
"933",43,"United States","WA","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","No","Yes","Yes","Very difficult","Yes","Maybe","Some of them","No","No","Maybe","No","Yes","Male"
"934",38,"United States","WA","No","Yes","Yes","Sometimes","100-500","No","Yes","No","Not sure","No","No","Don't know","Very difficult","Yes","Yes","No","Some of them","No","Maybe","No","No","Male"
"935",26,"United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","No","Yes","Yes","Very difficult","Maybe","No","Some of them","Some of them","Yes","Yes","No","Yes","Male"
"936",38,"United Kingdom",NA,"Yes","Yes","Yes","Rarely","1-5","Yes","No","No","No","No","No","Yes","Very difficult","Maybe","No","No","No","No","No","No","No","Male"
"937",42,"United States","TX","No","No","Yes","Often","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No","Male"
"938",33,"Netherlands",NA,"No","Yes","Yes","Never","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","Yes","Male"
"939",32,"United States","WA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No","Male"
"940",44,"United States","WA","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Yes","No","Maybe","No","No","Male"
"941",28,"United States","WA","No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No","Male"
"942",40,"United States","WA","No","Yes","Yes","Sometimes","More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Yes","No","Some of them","Some of them","No","Maybe","Don't know","Yes","Male"
"943",31,"United States","AZ","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","No","Don't know","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No","Female"
"944",32,"United States","WA","No","Yes","No","Sometimes","100-500","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","No","Some of them","No","No","No","Don't know","No","Male"
"945",28,"United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","No","No","Male"
"946",39,"United States","AZ","No","Yes","Yes","Often","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Yes","No","Some of them","No","No","No","No","No","Male"
"947",45,"United States","NY","No","No","No","Never","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Yes","No","Male"
"948",43,"United States","WA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","Yes","Yes","No","Male"
"949",35,"United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Yes","Don't know","Very difficult","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","Male"
"950",40,"United States","WA","No","Yes","Yes","Sometimes","6-25","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Very easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No","Male"
"951",34,"Netherlands",NA,"No","No","Yes","Rarely","26-100","No","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","Male"
"952",24,"United Kingdom",NA,"No","Yes","Yes","Often","26-100","No","No","Don't know","Yes","No","No","No","Somewhat easy","Yes","Maybe","Some of them","Yes","No","Maybe","No","Yes","Male"
"953",61,"South Africa",NA,"Yes","No","Yes","Sometimes","1-5","Yes","Yes","No","No","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","Yes","No","Maybe","No","Yes","Male"
"954",36,"United States","WA","No","Yes","Yes","Rarely","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","Don't know","No","Female"
"955",38,"United States","TN","No","No","No","Never","6-25","No","Yes","No","No","No","No","Yes","Don't know","Maybe","No","Some of them","Yes","Maybe","Maybe","Don't know","No","Male"
"956",33,"Germany",NA,"No","Yes","Yes","Often","26-100","No","Yes","Don't know","Not sure","Yes","No","Yes","Somewhat easy","No","No","Some of them","Yes","Yes","Yes","Yes","No","Male"
"957",30,"United States","WA","No","Yes","No","Never","More than 1000","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","No","No","No","Male"
"958",34,"Netherlands",NA,"Yes","Yes","Yes","Rarely","1-5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Some of them","No","Maybe","Yes","No","Male"
"959",26,"United States","CA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","No","No","Male"
"960",33,"United Kingdom",NA,"No","No","No","Never","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No","Male"
"961",32,"United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","No","Yes","No","Maybe","No","No","Male"
"962",25,"Germany",NA,"Yes","No","No","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Yes","Yes","Yes","No","Male"
"963",35,"Germany",NA,"Yes","No","Yes","Sometimes","26-100","Yes","No","Don't know","No","No","No","Don't know","Somewhat difficult","Yes","Maybe","Yes","No","No","Maybe","Don't know","No","Male"
"964",24,"United Kingdom",NA,"Yes","Yes","No","Often","1-5","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No","Male"
"965",55,"United Kingdom",NA,"No","No","Yes","Often","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","Yes","Maybe","No","Some of them","No","Maybe","No","Yes","Male"
"966",33,"United Kingdom",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","No","No","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","Yes","Male"
"967",26,"United Kingdom",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","Female"
"968",25,"United Kingdom",NA,"No","No","No","Never","6-25","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","No","No","Don't know","No","Male"
"969",45,"United Kingdom",NA,"No","Yes","No","Rarely","100-500","No","No","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","Male"
"970",33,"United Kingdom",NA,"Yes","No","Yes","Sometimes","1-5","Yes","Yes","No","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Don't know","No","Female"
"971",43,"United States","MI","No","No","No","Sometimes","More than 1000","Yes","Yes","No","Not sure","No","No","Don't know","Very difficult","Yes","Maybe","No","No","No","Maybe","No","Yes","Male"
"972",30,"United Kingdom",NA,"Yes","No","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","No","No","No","No","Yes","Yes","Male"
"973",40,"United States","IN","No","Yes","Yes","Rarely","6-25","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No","Male"
"974",49,"United States","GA","No","Yes","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Yes","Yes","No","No","Yes","No","Male"
"975",29,"Germany",NA,"No","No","No","Never","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Don't know","No","Male"
"976",26,"Germany",NA,"No","No","No","Never","500-1000","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No","Male"
"977",38,"United States","WA","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","Yes","Male"
"978",27,"France",NA,"No","Yes","No","Never","500-1000","No","No","Yes","Yes","Don't know","No","Yes","Somewhat easy","Maybe","Maybe","No","Some of them","No","Maybe","Don't know","Yes","Male"
"979",26,"Belgium",NA,"No","No","No","Never","6-25","No","Yes","Yes","No","No","No","No","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No","Male"
"980",28,"United Kingdom",NA,"No","Yes","Yes","Often","26-100","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Yes","Yes","No","No","No","No","Male"
"981",40,"United States","ME","No","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","No","No","Male"
"982",37,"Canada",NA,"Yes","Yes","Yes","Rarely","1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","Yes","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","Yes","Female"
"983",34,"United Kingdom",NA,"No","Yes","Yes","Often","26-100","Yes","No","Yes","Yes","No","Yes","No","Somewhat easy","Yes","Yes","Some of them","No","No","No","Don't know","No","Female"
"984",28,"United States","NY","No","Yes","Yes","Often","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No","Male"
"985",27,"Canada",NA,"No","No","No","Never","26-100","No","Yes","Yes","Not sure","Yes","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","Male"
"986",29,"United Kingdom",NA,"No","No","Yes","Sometimes","6-25","Yes","Yes","No","No","No","No","Don't know","Very easy","No","No","Yes","Yes","No","Yes","Yes","No","Male"
"987",39,"United Kingdom",NA,"No","Yes","No","Rarely","500-1000","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Yes","Yes","No","No","No","No","No","Yes","Female"
"988",28,"United Kingdom",NA,"No","No","No","Often","6-25","No","Yes","No","No","No","No","No","Somewhat difficult","Yes","No","No","No","No","Yes","Yes","No","Male"
"989",23,"United States","PA","No","Yes","No","Sometimes","26-100","No","Yes","Yes","Not sure","Yes","Yes","Yes","Somewhat easy","No","No","No","No","No","Maybe","Don't know","No","Male"
"991",38,"United Kingdom",NA,"No","No","No","Never","1-5","Yes","Yes","No","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No","Male"
"992",19,"United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","Yes","No","No","Yes","Don't know","Very easy","No","No","Yes","Yes","No","No","Yes","No","Male"
"993",30,"United States","IL","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Don't know","Yes","Very easy","No","No","Some of them","No","No","No","Yes","No","Female"
"994",28,"United Kingdom",NA,"Yes","No","No","Never","1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","Maybe","Maybe","No","No","No","No","Yes","No","Male"
"995",20,"India",NA,"No","No","Yes","Sometimes","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","Yes","No","Male"
"996",35,"United Kingdom",NA,"Yes","No","No","Sometimes","1-5","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No","Male"
"997",39,"United States","MN","No","No","Yes","Rarely","100-500","Yes","Yes","Yes","Yes","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","No","No","Don't know","No","Male"
"998",31,"United States","TX","No","Yes","No","Never","More than 1000","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No","Female"
"999",32,"United Kingdom",NA,"No","No","No","Rarely","500-1000","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No","Male"
"1000",27,"Sweden",NA,"No","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No","Male"
"1001",25,"United States","PA","No","Yes","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No","Male"
"1002",42,"United States","IN","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No","Male"
"1003",34,"United States","PA","No","Yes","Yes","Often","100-500","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No","Male"
"1004",26,"United States","OH","No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","Maybe","Maybe","Don't know","Yes","Female"
"1005",35,"United Kingdom",NA,"No","Yes","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Yes","Very easy","Yes","Yes","Some of them","Some of them","No","Maybe","Yes","Yes","Male"
"1006",34,"United Kingdom",NA,"No","No","No","Never","500-1000","No","Yes","Don't know","No","No","Don't know","Don't know","Very easy","Maybe","No","Yes","Yes","No","No","Yes","No","Male"
"1007",38,"United States","PA","No","Yes","Yes","Sometimes","100-500","Yes","No","Yes","Yes","No","Yes","Yes","Very easy","No","No","Yes","Yes","Yes","Yes","Don't know","No","Male"
"1008",34,"United States","SD","No","No","No","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No","Male"
"1009",39,"United States","IN","No","Yes","Yes","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No","Male"
"1010",44,"United States","CA","No","No","No","Never","100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No","Female"
"1011",40,"United States","TN","No","No","No","Never","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","No","Yes","No","No","Don't know","No","Male"
"1012",33,"United States","TX","Yes","No","No","Never","1-5","Yes","Yes","No","Yes","Don't know","Don't know","Yes","Somewhat easy","Maybe","No","No","Some of them","No","No","Yes","No","Female"
"1013",24,"United States","TN","No","Yes","No","Sometimes","More than 1000","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","No","No","Yes","Female"
"1014",38,"United States","OR","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","Female"
"1015",31,"United States","SD","No","No","No","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","Yes","No","Male"
"1016",23,"Israel",NA,"No","No","No","Never","100-500","No","Yes","Don't know","Not sure","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","Maybe","Yes","Don't know","No","Male"
"1017",26,"United States","NY","No","No","No","Never","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No","Female"
"1018",46,"United States","CT","No","No","Yes","Often","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","No","Some of them","Some of them","No","No","No","Yes","Female"
"1019",30,"United States","CA","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","Male"
"1020",25,"United States",NA,"No","No","No","Rarely","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Yes","Don't know","Yes","Male"
"1021",19,"Canada",NA,"No","No","No","Never","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","No","No","Male"
"1022",30,"United States","GA","No","Yes","Yes","Sometimes","500-1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","No","Yes","Female"
"1023",32,"United States","TN","No","No","No","Never","6-25","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No","Male"
"1024",32,"United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","Don't know","No","Male"
"1025",37,"United States","IN","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No","Male"
"1026",42,"United States","CA","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","Male"
"1027",25,"United States","OR","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","No","Yes","No","Female"
"1028",19,"United States","IN","No","No","No","Sometimes","1-5","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No","Male"
"1029",40,"United States","GA","No","Yes","No","Never","100-500","Yes","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No","Female"
"1030",34,"United States","IN","No","No","No","Never","More than 1000","No","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","No","Don't know","No","Male"
"1031",26,"United States","MN","No","Yes","No","Never","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No","Male"
"1032",31,"United States","MN","No","Yes","Yes","Rarely","6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","No","Male"
"1033",40,"United States","NC","No","Yes","No","Sometimes","More than 1000","Yes","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No","Male"
"1034",31,"United States","FL","No","Yes","Yes","Often","26-100","No","Yes","No","No","No","No","No","Very difficult","Yes","No","No","No","No","Yes","No","Yes","Female"
"1035",36,"United States","MN","No","No","No","Never","100-500","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","Yes","Male"
"1036",35,"Canada",NA,"No","Yes","No","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","No","Some of them","No","No","Don't know","No","Male"
"1037",26,"Australia",NA,"No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Yes","Don't know","No","No","Yes","Yes","No","Maybe","Yes","No","Male"
"1038",44,"United States","MO","No","No","No","Never","More than 1000","Yes","No","Don't know","No","Don't know","Don't know","Yes","Don't know","Yes","No","Some of them","No","No","No","No","No","Male"
"1039",34,"United States","CA","No","No","No","Sometimes","1-5","No","Yes","No","Not sure","No","No","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No","Female"
"1040",35,"United States","OR","No","No","No","Never","6-25","Yes","Yes","No","No","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No","Male"
"1041",28,"United States","OH","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Maybe","No","No","Female"
"1042",33,"United States","NY","No","No","No","Never","6-25","Yes","Yes","Yes","No","Don't know","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","Yes","No","Male"
"1043",40,"United States","WI","No","Yes","Yes","Sometimes","More than 1000","Yes","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No","Male"
"1044",26,"United States","WA","No","No","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","Male"
"1045",29,"United Kingdom",NA,"No","No","Yes","Often","More than 1000","No","No","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Yes","No","Yes","Female"
"1046",26,"Canada",NA,"No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Not sure","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","Female"
"1047",33,"Italy",NA,"No","Yes","Yes","Sometimes","6-25","No","Yes","No","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No","Male"
"1048",28,"Brazil",NA,"No","Yes","No","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Don't know","Yes","Male"
"1049",41,"United States","IL","Yes","No","Yes","Often","1-5","Yes","No","No","Yes","Yes","Yes","Yes","Very difficult","No","No","Some of them","Some of them","No","No","Yes","Yes","Male"
"1050",39,"United Kingdom",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Yes","Yes","No","Maybe","Yes","Yes","Male"
"1051",26,"United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","No","Yes","Female"
"1052",23,"United States","IL","No","Yes","No","Sometimes","26-100","No","No","No","No","No","No","Don't know","Somewhat difficult","Yes","No","No","Some of them","No","Maybe","No","No","Female"
"1053",35,"Switzerland",NA,"No","Yes","Yes","Often","More than 1000","No","Yes","Don't know","Not sure","No","No","Yes","Very easy","No","No","Some of them","Some of them","No","Maybe","No","No","Male"
"1054",36,"United States","FL","No","No","No","Never","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No","Male"
"1055",42,"United States","TN","No","No","No","Rarely","More than 1000","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No","Male"
"1056",39,"United States","WA","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","No","Don't know","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No","Male"
"1057",27,"United States","CA","No","No","No","Never","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Maybe","Don't know","No","Male"
"1058",33,"United States","FL","Yes","No","No","Never","6-25","Yes","Yes","Don't know","No","No","No","No","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","Male"
"1059",31,"Canada",NA,"No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","Male"
"1060",28,"United States","OR","No","No","Yes","Rarely","6-25","No","Yes","Yes","Yes","Don't know","Yes","Yes","Very easy","No","No","Some of them","Some of them","No","Yes","Don't know","No","Female"
"1061",29,"United States","NJ","No","No","Yes","Often","More than 1000","Yes","No","Yes","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No","Female"
"1062",27,"United States","CA","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","No","No","Yes","Very difficult","Maybe","No","Some of them","No","No","Maybe","No","No","Male"
"1063",44,"United States","FL","Yes","No","No","Never","1-5","Yes","Yes","Don't know","No","No","No","Yes","Somewhat difficult","No","No","No","No","No","No","Don't know","No","Male"
"1064",25,"United States","UT","No","No","Yes","Often","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","Don't know","No","Male"
"1065",24,"Germany",NA,"No","Yes","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","No","Yes","Yes","No","No","Don't know","No","Male"
"1066",25,"South Africa",NA,"No","Yes","Yes","Often","6-25","No","No","Don't know","No","No","No","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","No","Yes","Male"
"1067",34,"United States","NJ","No","No","No","Never","6-25","Yes","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","Maybe","Maybe","No","Some of them","No","Maybe","Don't know","No","Male"
"1068",26,"United States","PA","No","No","No","Never","More than 1000","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat difficult","Maybe","No","No","Yes","No","No","Don't know","No","Male"
"1069",48,"United States","IN","No","No","No","Never","26-100","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No","Male"
"1070",34,"Greece",NA,"No","No","No","Never","26-100","Yes","Yes","No","No","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","No","No","Maybe","No","No","Male"
"1071",39,"United States","OH","No","No","Yes","Sometimes","6-25","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No","Female"
"1072",43,"United States","OH","No","No","No","Sometimes","More than 1000","Yes","Yes","Yes","Not sure","No","Yes","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No","Male"
"1073",41,"United States","IL","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Yes","Yes","Male"
"1074",25,"United States","IN","No","No","No","Never","More than 1000","No","No","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","Male"
"1075",31,"United States","CA","No","No","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","No","No","Male"
"1076",40,"United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","No","No","No","Maybe","No","Yes","Male"
"1077",43,"United States","VA","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No","Male"
"1078",27,"United States","WA","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","No","Yes","Some of them","No","Maybe","No","Yes","Female"
"1079",37,"United States","NJ","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No","Female"
"1080",32,"Netherlands",NA,"Yes","No","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Yes","Very difficult","Maybe","No","Some of them","Yes","No","Maybe","No","No","Male"
